,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year,month,day,day_of_week,hour
7422,2.7,1183,8.8,930,317,112,1210,1179,7.6,73.0,0.7629,2005,1,14,5,0
7423,1.8,1090,6.4,830,224,98,1125,1056,7.1,73.9,0.7515,2005,1,14,5,1
7424,1.3,1032,4.5,736,176,90,1064,973,7.1,73.5,0.7439,2005,1,14,5,2
7425,1.0,940,3.6,691,141,96,1036,827,6.7,75.0,0.739,2005,1,14,5,3
7426,1.1,981,4.2,721,103,59,1059,836,5.1,81.3,0.7204,2005,1,14,5,4
7427,1.6,1104,6.9,851,367,98,1101,1085,4.3,82.9,0.6968,2005,1,14,5,5
7428,1.3,989,5.0,762,326,109,1076,959,5.3,80.4,0.7234,2005,1,14,5,6
7429,1.4,1079,7.3,869,374,110,1160,1039,5.7,79.3,0.7326,2005,1,14,5,7
7430,5.0,1472,24.5,1418,756,159,1681,1554,6.8,74.8,0.7423,2005,1,14,5,8
7431,4.3,1313,16.9,1206,690,144,1469,1546,6.9,75.2,0.7505,2005,1,14,5,9
7432,4.1,1363,17.7,1229,754,147,1490,1638,8.0,71.9,0.7712,2005,1,14,5,10
7433,3.8,1347,17.1,1212,750,179,1443,1568,9.3,67.1,0.7849,2005,1,14,5,11
7434,3.1,1240,14.7,1140,590,164,1388,1433,10.2,63.6,0.7928,2005,1,14,5,12
7435,3.3,1280,17.4,1222,525,160,1519,1452,11.0,60.9,0.7966,2005,1,14,5,13
7436,3.1,1210,15.1,1151,406,143,1428,1345,11.3,60.1,0.8022,2005,1,14,5,14
7437,2.7,1216,14.5,1134,360,138,1403,1336,12.2,56.9,0.8068,2005,1,14,5,15
7438,3.4,1320,16.9,1207,448,143,1498,1442,11.9,59.1,0.8211,2005,1,14,5,16
7439,5.0,1477,24.3,1412,733,196,1704,1748,10.3,66.3,0.8286,2005,1,14,5,17
7440,5.7,1500,26.1,1458,847,197,1750,1776,8.2,74.9,0.8187,2005,1,14,5,18
7441,5.8,1512,26.4,1463,765,189,1720,1802,7.9,77.1,0.8223,2005,1,14,5,19
7442,5.8,1496,25.7,1447,715,188,1710,1796,8.3,75.0,0.8253,2005,1,14,5,20
7443,5.0,1360,18.2,1246,716,190,1504,1600,8.2,75.2,0.8185,2005,1,14,5,21
7444,1.7,1024,6.2,819,235,126,1101,1083,8.3,69.7,0.7632,2005,1,14,5,22
7445,1.6,1094,6.7,845,198,113,1127,1064,6.7,74.4,0.7344,2005,1,14,5,23
7446,2.3,1111,7.5,877,293,129,1142,1104,6.4,74.9,0.7238,2005,1,15,6,0
7447,2.4,1097,7.5,878,356,128,1140,1053,4.9,80.1,0.7011,2005,1,15,6,1
7448,2.0,1051,6.2,820,285,122,1087,1009,4.8,79.4,0.6872,2005,1,15,6,2
7449,1.6,979,5.1,767,141,96,1041,908,3.3,82.6,0.645,2005,1,15,6,3
7450,1.5,978,4.8,756,266,115,1015,878,2.4,86.6,0.6369,2005,1,15,6,4
7451,1.1,902,3.1,659,158,92,972,800,3.4,81.4,0.6425,2005,1,15,6,5
7452,1.0,957,2.8,641,95,70,940,784,4.2,77.0,0.6439,2005,1,15,6,6
7453,1.3,973,4.3,728,148,83,1004,854,3.5,80.8,0.6406,2005,1,15,6,7
7454,1.9,1074,9.7,967,337,127,1201,1065,3.5,80.3,0.6366,2005,1,15,6,8
7455,2.6,1115,10.9,1012,453,142,1230,1161,4.0,78.5,0.645,2005,1,15,6,9
7456,2.7,1136,10.6,1001,497,155,1216,1192,4.5,76.6,0.6534,2005,1,15,6,10
7457,2.4,1128,10.0,977,448,153,1199,1202,5.6,72.3,0.6627,2005,1,15,6,11
7458,2.7,1196,11.6,1035,496,177,1259,1338,7.5,64.4,0.672,2005,1,15,6,12
7459,3.1,1267,15.6,1166,535,179,1382,1505,8.9,60.8,0.6921,2005,1,15,6,13
7461,3.2,1194,12.3,1061,459,182,1257,1473,12.3,46.3,0.6597,2005,1,15,6,15
7462,2.9,1188,11.4,1029,409,168,1243,1433,12.2,47.0,0.6686,2005,1,15,6,16
7463,3.0,1279,15.2,1154,515,179,1391,1544,10.5,55.1,0.6993,2005,1,15,6,17
7464,3.7,1361,17.4,1223,640,182,1454,1648,8.7,66.3,0.7491,2005,1,15,6,18
7465,5.2,1474,20.8,1319,816,194,1524,1784,7.9,69.9,0.7487,2005,1,15,6,19
7466,3.3,1235,12.8,1078,505,166,1265,1519,7.6,65.3,0.6842,2005,1,15,6,20
7467,3.6,1289,14.7,1140,560,168,1317,1532,6.5,67.6,0.6608,2005,1,15,6,21
7468,2.3,1124,8.3,910,389,148,1112,1340,5.9,66.4,0.6226,2005,1,15,6,22
7469,3.0,1231,11.1,1017,492,151,1207,1414,5.2,70.0,0.6232,2005,1,15,6,23
7470,3.8,1289,13.6,1104,531,165,1257,1499,5.2,67.8,0.6028,2005,1,16,7,0
7471,3.2,1166,9.8,970,487,165,1136,1306,4.9,67.1,0.5863,2005,1,16,7,1
7472,2.1,1062,7.6,884,293,128,1062,1172,5.1,65.5,0.5811,2005,1,16,7,2
7473,1.7,1028,6.0,813,141,96,1019,1076,4.0,69.5,0.5706,2005,1,16,7,3
7474,1.7,1003,5.9,807,219,115,1021,1005,3.7,68.9,0.5549,2005,1,16,7,4
7475,1.4,929,4.2,721,198,120,956,913,4.5,62.7,0.5343,2005,1,16,7,5
7476,1.2,951,4.5,737,166,106,977,922,4.7,62.3,0.5368,2005,1,16,7,6
7477,1.4,1011,5.4,783,255,118,1013,1026,3.9,67.1,0.5483,2005,1,16,7,7
7478,1.4,939,4.8,751,312,156,984,952,5.7,54.5,0.5034,2005,1,16,7,8
7479,1.7,946,6.3,827,236,130,1037,915,6.1,50.3,0.4769,2005,1,16,7,9
7480,1.0,841,2.6,625,172,112,846,687,9.0,39.5,0.4554,2005,1,16,7,10
7481,1.0,850,2.6,629,138,96,847,597,10.7,34.4,0.4406,2005,1,16,7,11
7482,0.8,831,2.2,602,121,89,824,527,11.1,33.4,0.4401,2005,1,16,7,12
7483,1.0,866,3.0,652,143,98,857,573,11.9,30.8,0.4285,2005,1,16,7,13
7484,0.8,819,1.9,576,114,85,809,492,11.4,32.0,0.431,2005,1,16,7,14
7485,0.7,833,2.0,584,107,80,821,463,11.3,32.5,0.4334,2005,1,16,7,15
7486,1.1,877,2.8,642,176,112,859,565,11.0,33.0,0.4331,2005,1,16,7,16
7487,1.1,892,3.3,668,180,121,872,632,10.3,35.0,0.4377,2005,1,16,7,17
7488,1.2,899,3.4,674,212,132,893,691,8.4,40.9,0.4542,2005,1,16,7,18
7489,2.0,1008,7.1,861,331,160,977,943,8.3,38.5,0.4228,2005,1,16,7,19
7490,2.2,1013,7.4,873,369,167,984,985,8.1,37.9,0.41,2005,1,16,7,20
7491,1.5,912,4.3,730,274,157,893,821,7.7,39.0,0.4106,2005,1,16,7,21
7492,1.2,907,3.9,705,199,130,880,767,7.0,41.5,0.4193,2005,1,16,7,22
7493,1.5,953,5.2,771,248,145,936,895,6.6,42.6,0.4179,2005,1,16,7,23
7494,1.4,916,3.8,701,197,133,899,791,6.4,44.2,0.428,2005,1,17,1,0
7495,1.2,894,3.5,682,147,110,881,770,6.0,46.0,0.4349,2005,1,17,1,1
7496,1.0,895,2.9,648,135,100,875,839,4.4,53.1,0.4484,2005,1,17,1,2
7497,0.6,845,1.4,534,141,96,833,721,4.0,54.3,0.4454,2005,1,17,1,3
7498,0.7,837,1.1,512,95,79,836,720,3.7,55.8,0.4489,2005,1,17,1,4
7499,0.5,795,1.0,504,94,79,840,682,2.6,58.6,0.4385,2005,1,17,1,5
7500,0.7,874,1.6,552,121,90,857,723,3.2,56.0,0.4364,2005,1,17,1,6
7501,1.0,920,3.2,667,131,95,916,813,3.6,55.4,0.4419,2005,1,17,1,7
7502,3.0,1257,15.9,1176,552,169,1357,1365,1.8,63.3,0.4464,2005,1,17,1,8
7503,4.1,1222,18.0,1239,614,199,1346,1472,2.4,60.2,0.4426,2005,1,17,1,9
7504,3.1,1196,14.7,1139,530,186,1271,1497,4.6,52.1,0.4472,2005,1,17,1,10
7506,2.7,1149,13.4,1096,474,178,1219,1476,10.5,34.7,0.4393,2005,1,17,1,12
7507,3.1,1166,14.5,1134,514,176,1227,1531,11.1,33.3,0.4384,2005,1,17,1,13
7508,3.1,1170,14.7,1138,504,177,1233,1503,11.1,32.6,0.4292,2005,1,17,1,14
7509,3.2,1176,17.0,1209,508,182,1264,1488,12.4,28.3,0.4076,2005,1,17,1,15
7510,3.3,1147,15.3,1158,529,182,1200,1435,12.9,24.5,0.363,2005,1,17,1,16
7511,4.0,1294,21.2,1330,676,193,1363,1725,11.4,28.7,0.3865,2005,1,17,1,17
7514,3.6,1256,16.7,1201,582,181,1251,1699,7.2,50.6,0.517,2005,1,17,1,20
7515,3.0,1205,13.4,1098,460,172,1170,1587,6.0,53.3,0.5008,2005,1,17,1,21
7516,1.9,1087,8.7,926,340,153,1053,1390,5.3,55.0,0.4921,2005,1,17,1,22
7517,1.9,1092,7.4,875,298,143,1010,1347,4.2,58.1,0.4832,2005,1,17,1,23
7518,1.6,1039,6.7,845,300,142,993,1268,3.4,60.9,0.4809,2005,1,18,2,0
7519,1.4,1001,5.0,762,223,131,948,1155,3.0,60.2,0.4639,2005,1,18,2,1
7520,1.0,925,3.4,677,151,105,901,1024,3.2,58.8,0.4578,2005,1,18,2,2
7521,0.7,880,2.4,613,141,96,878,968,3.3,57.7,0.4516,2005,1,18,2,3
7522,1.5,873,2.1,592,108,83,869,915,4.5,53.8,0.4572,2005,1,18,2,4
7523,0.8,880,2.5,618,125,87,893,928,3.1,59.7,0.4604,2005,1,18,2,5
7524,0.9,950,3.5,680,181,106,914,1028,4.2,57.1,0.4743,2005,1,18,2,6
7525,1.5,1039,6.9,855,341,140,1025,1210,3.4,58.5,0.4608,2005,1,18,2,7
7526,3.1,1284,16.8,1204,552,167,1337,1531,3.9,57.3,0.4661,2005,1,18,2,8
7527,5.1,1350,20.3,1305,839,175,1383,1745,4.3,56.8,0.4768,2005,1,18,2,9
7529,3.8,1342,17.2,1215,796,196,1332,1806,5.5,54.9,0.4985,2005,1,18,2,11
7538,4.2,1523,21.7,1342,745,184,1588,1677,6.4,82.9,0.8022,2005,1,18,2,20
7539,1.5,1172,6.0,813,339,152,1233,1118,10.3,74.0,0.9237,2005,1,18,2,21
7540,0.1,1021,3.3,670,135,104,1187,828,11.3,71.8,0.9577,2005,1,18,2,22
7541,0.2,1125,4.9,758,167,104,1241,867,9.8,81.9,0.9923,2005,1,18,2,23
7542,0.9,1197,6.6,840,232,124,1298,974,9.5,83.8,0.9972,2005,1,19,3,0
7543,1.0,1174,6.7,842,273,127,1286,975,9.9,81.0,0.9885,2005,1,19,3,1
7544,0.4,1106,4.4,733,165,109,1208,902,9.9,79.8,0.9725,2005,1,19,3,2
7545,1.5,873,1.5,549,141,96,1008,791,6.9,76.4,0.7661,2005,1,19,3,3
7546,1.5,828,1.1,506,75,73,945,673,4.8,75.7,0.659,2005,1,19,3,4
7547,1.5,830,0.9,492,53,52,948,578,4.7,78.9,0.682,2005,1,19,3,5
7548,1.5,840,1.2,515,72,57,941,563,5.0,75.0,0.6627,2005,1,19,3,6
7549,0.1,909,2.5,622,130,89,992,730,5.6,69.5,0.6362,2005,1,19,3,7
7550,0.7,1098,7.6,881,265,128,1203,974,7.0,64.9,0.6512,2005,1,19,3,8
7551,1.2,1036,7.3,868,314,152,1158,958,7.1,65.4,0.6644,2005,1,19,3,9
7552,0.2,912,3.7,692,194,128,1020,713,6.4,67.4,0.6537,2005,1,19,3,10
7553,1.5,873,2.5,618,180,124,994,617,5.3,75.9,0.6824,2005,1,19,3,11
7554,1.5,889,2.7,634,181,117,1018,591,6.3,73.0,0.7024,2005,1,19,3,12
7555,0.3,965,4.6,742,193,110,1099,661,8.6,63.3,0.7073,2005,1,19,3,13
7556,0.6,1009,6.7,845,263,128,1132,856,10.0,55.0,0.6753,2005,1,19,3,14
7557,0.2,918,4.3,729,176,114,1014,639,9.4,53.6,0.6333,2005,1,19,3,15
7558,0.2,920,4.3,729,168,110,1013,647,9.2,55.0,0.6402,2005,1,19,3,16
7559,0.7,923,4.1,715,170,112,1015,646,8.7,55.1,0.6228,2005,1,19,3,17
7560,1.8,1021,7.6,883,234,130,1139,846,8.9,54.4,0.62,2005,1,19,3,18
7561,2.2,998,7.0,858,256,135,1109,857,8.6,53.6,0.5992,2005,1,19,3,19
7562,2.3,1061,9.6,962,257,141,1167,942,9.0,50.4,0.5809,2005,1,19,3,20
7563,2.6,1016,7.8,892,317,141,1109,945,9.2,49.8,0.5808,2005,1,19,3,21
7564,1.1,859,2.4,611,135,95,918,562,8.8,52.1,0.5918,2005,1,19,3,22
7565,1.2,945,3.9,707,159,97,1005,657,8.8,50.9,0.5781,2005,1,19,3,23
7566,1.8,937,4.1,715,186,112,995,723,8.7,51.1,0.5755,2005,1,20,4,0
7567,1.1,876,2.5,618,102,74,948,555,8.6,51.5,0.5772,2005,1,20,4,1
7568,0.9,831,1.3,530,75,62,893,472,8.5,51.9,0.5766,2005,1,20,4,2
7569,0.7,828,1.2,514,141,96,880,434,8.1,53.1,0.5742,2005,1,20,4,3
7570,0.6,810,0.7,470,41,40,863,412,7.8,54.2,0.5755,2005,1,20,4,4
7571,0.6,822,0.9,493,50,45,876,453,7.1,56.0,0.569,2005,1,20,4,5
7572,0.9,898,2.9,646,189,93,954,702,7.0,57.6,0.5784,2005,1,20,4,6
7573,1.0,909,2.7,636,182,104,947,720,7.5,55.3,0.5734,2005,1,20,4,7
7574,3.4,1256,14.4,1130,636,162,1316,1311,7.0,56.3,0.566,2005,1,20,4,8
7575,4.2,1298,17.2,1217,704,169,1409,1444,7.6,53.5,0.5605,2005,1,20,4,9
7576,4.4,1326,17.4,1223,854,190,1381,1613,8.3,50.5,0.5558,2005,1,20,4,10
7577,2.9,1139,11.5,1031,652,170,1181,1388,12.4,37.1,0.5329,2005,1,20,4,11
7578,2.6,1135,11.9,1047,529,151,1175,1379,13.9,32.3,0.5117,2005,1,20,4,12
7579,2.6,1117,12.6,1071,438,150,1178,1289,14.4,28.9,0.4723,2005,1,20,4,13
7580,3.0,1094,14.3,1128,438,154,1191,1280,14.8,25.4,0.4259,2005,1,20,4,14
7581,2.3,982,10.3,990,378,140,1018,1059,15.1,20.8,0.3536,2005,1,20,4,15
7582,3.0,1107,14.5,1134,482,167,1172,1299,15.4,23.5,0.4076,2005,1,20,4,16
7585,4.3,1357,21.2,1330,605,182,1414,1798,10.4,42.3,0.5337,2005,1,20,4,19
7586,3.4,1248,16.0,1179,472,165,1259,1609,9.9,44.0,0.5381,2005,1,20,4,20
7587,2.8,1220,13.0,1085,411,150,1205,1531,8.7,48.3,0.5458,2005,1,20,4,21
7588,2.1,1137,7.0,856,264,132,1032,1338,8.1,49.9,0.5417,2005,1,20,4,22
7589,1.7,1102,6.4,829,217,120,1015,1274,7.3,52.8,0.5419,2005,1,20,4,23
7590,1.8,1082,5.8,801,211,119,1035,1200,8.0,52.2,0.5623,2005,1,21,5,0
7591,1.6,1053,5.6,795,179,110,1039,1143,6.8,56.4,0.5609,2005,1,21,5,1
7592,1.4,1003,4.5,740,135,94,992,1048,6.7,57.4,0.5654,2005,1,21,5,2
7593,1.3,1019,4.6,744,141,96,1000,1049,5.9,62.1,0.5806,2005,1,21,5,3
7594,1.5,1071,5.9,808,221,101,1046,1172,5.4,65.9,0.5947,2005,1,21,5,4
7595,1.3,1118,6.6,841,284,117,1056,1368,5.5,66.5,0.6054,2005,1,21,5,5
7596,1.6,1206,9.2,948,357,121,1129,1540,5.9,65.8,0.6178,2005,1,21,5,6
7597,2.4,1256,12.2,1056,469,138,1230,1575,6.4,63.9,0.6192,2005,1,21,5,7
7598,4.5,1501,22.6,1367,766,174,1558,1856,7.2,62.2,0.6351,2005,1,21,5,8
7599,5.7,1578,29.0,1527,875,179,1761,2086,7.9,60.0,0.6406,2005,1,21,5,9
7600,4.3,1427,19.4,1280,800,175,1481,1948,8.3,58.5,0.6403,2005,1,21,5,10
7601,4.2,1440,20.5,1311,815,183,1476,2022,9.3,54.5,0.6415,2005,1,21,5,11
7602,4.5,1522,22.5,1365,841,189,1526,2104,10.2,53.1,0.6608,2005,1,21,5,12
7603,5.0,1517,24.0,1403,827,198,1579,2195,11.1,51.4,0.679,2005,1,21,5,13
7604,2.9,1300,13.9,1113,402,142,1291,1845,12.8,46.9,0.6919,2005,1,21,5,14
7605,3.0,1401,16.8,1204,415,139,1401,1947,13.1,48.0,0.7181,2005,1,21,5,15
7606,3.3,1551,20.2,1303,435,99,1520,2171,13.5,51.5,0.793,2005,1,21,5,16
7607,1.4,1411,16.4,1191,570,135,1426,1920,13.4,51.2,0.7808,2005,1,21,5,17
7609,1.6,1489,20.3,1305,617,194,1547,1919,12.0,56.5,0.7924,2005,1,21,5,19
7616,1.5,1392,15.1,1153,757,198,1395,1506,7.1,77.3,0.7826,2005,1,22,6,2
7617,0.9,1326,13.1,1087,141,96,1333,1398,6.7,78.7,0.7779,2005,1,22,6,3
7618,0.5,1297,11.5,1032,388,126,1297,1300,7.0,77.8,0.7848,2005,1,22,6,4
7619,0.9,1331,13.7,1106,497,144,1322,1383,5.7,80.5,0.7416,2005,1,22,6,5
7620,0.4,1288,11.6,1036,582,183,1242,1413,5.2,81.4,0.7276,2005,1,22,6,6
7621,0.5,1322,13.2,1091,574,193,1307,1471,5.6,80.4,0.7349,2005,1,22,6,7
7622,0.8,1390,15.6,1167,588,196,1392,1619,6.3,78.8,0.7544,2005,1,22,6,8
7627,1.0,1398,15.0,1149,461,192,1417,1699,15.0,50.2,0.8495,2005,1,22,6,13
7628,1.3,1380,16.9,1206,455,186,1500,1677,14.9,49.9,0.8394,2005,1,22,6,14
7629,0.1,1022,7.0,857,244,133,1068,1088,15.8,33.8,0.6034,2005,1,22,6,15
7630,1.5,973,5.9,806,202,126,994,926,15.4,29.3,0.5068,2005,1,22,6,16
7631,1.5,951,7.1,862,256,138,972,961,14.4,25.7,0.4193,2005,1,22,6,17
7632,0.1,987,8.6,925,310,148,1016,1066,13.4,27.2,0.4157,2005,1,22,6,18
7633,0.4,1100,12.2,1057,391,167,1126,1241,12.2,28.7,0.4077,2005,1,22,6,19
7634,0.7,1064,12.6,1072,444,175,1103,1220,11.3,25.7,0.3422,2005,1,22,6,20
7637,1.3,1259,15.1,1152,565,196,1165,1569,8.2,36.8,0.4016,2005,1,22,6,23
7638,0.8,1166,10.1,981,451,195,993,1445,8.0,36.0,0.3872,2005,1,23,7,0
7639,1.5,1066,7.5,880,313,181,946,1240,7.0,39.9,0.4006,2005,1,23,7,1
7640,1.5,1051,7.6,883,241,150,978,1169,5.7,44.3,0.4093,2005,1,23,7,2
7641,1.5,992,5.9,808,141,96,926,1052,4.7,46.6,0.4025,2005,1,23,7,3
7642,1.5,969,5.5,788,224,139,938,1006,4.2,50.8,0.4234,2005,1,23,7,4
7643,1.5,862,2.3,609,82,74,810,757,4.6,45.1,0.3861,2005,1,23,7,5
7644,1.5,859,2.0,581,89,73,829,753,2.7,53.3,0.4006,2005,1,23,7,6
7645,1.5,849,1.6,552,93,77,812,737,3.1,51.0,0.3947,2005,1,23,7,7
7646,1.5,879,2.1,594,134,98,839,792,2.5,54.1,0.4017,2005,1,23,7,8
7647,1.5,956,4.4,735,189,121,942,945,3.1,53.5,0.4123,2005,1,23,7,9
7648,1.5,1039,6.4,828,292,162,987,1115,5.0,47.5,0.418,2005,1,23,7,10
7649,1.5,1066,7.3,871,326,178,996,1131,5.8,43.4,0.4032,2005,1,23,7,11
7651,1.5,1160,9.2,948,371,191,1072,1289,7.9,41.6,0.4459,2005,1,23,7,13
7652,1.5,1110,7.9,896,305,175,1040,1276,8.1,41.2,0.448,2005,1,23,7,14
7653,1.5,1138,9.0,940,328,169,1088,1359,8.3,41.3,0.4533,2005,1,23,7,15
7654,1.5,1095,7.0,857,281,180,1075,1020,8.9,49.1,0.5629,2005,1,23,7,16
7655,1.5,1045,3.7,694,168,124,1025,805,7.1,66.0,0.6678,2005,1,23,7,17
7656,1.5,1078,4.3,727,183,130,1057,857,5.7,75.1,0.6942,2005,1,23,7,18
7657,1.5,1169,6.8,846,217,141,1157,942,5.4,77.6,0.7031,2005,1,23,7,19
7658,1.5,1174,8.7,926,245,157,1220,1020,5.4,78.2,0.7074,2005,1,23,7,20
7659,1.5,1075,4.7,749,154,123,1050,899,7.3,68.1,0.6979,2005,1,23,7,21
7660,1.5,1044,3.5,685,141,104,1042,860,5.8,74.4,0.6924,2005,1,23,7,22
7661,1.5,1110,5.4,782,210,134,1101,954,6.2,72.3,0.6887,2005,1,23,7,23
7662,1.5,1086,4.4,733,140,105,1064,883,5.9,72.7,0.6791,2005,1,24,1,0
7663,1.5,1092,6.0,811,191,121,1129,966,5.0,76.5,0.6728,2005,1,24,1,1
7664,0.1,1127,7.6,884,248,136,1173,983,4.0,80.4,0.663,2005,1,24,1,2
7665,1.5,881,1.9,578,141,96,876,607,5.8,59.0,0.5493,2005,1,24,1,3
7666,1.5,831,1.0,498,50,48,855,443,5.8,59.5,0.5519,2005,1,24,1,4
7667,0.3,791,0.6,459,43,40,809,390,6.6,51.3,0.5026,2005,1,24,1,5
7668,0.5,836,1.2,520,86,67,832,479,7.0,47.2,0.4745,2005,1,24,1,6
7669,0.6,907,2.9,644,152,104,902,732,6.6,47.9,0.4686,2005,1,24,1,7
7670,1.8,1174,11.1,1018,341,169,1210,1149,7.2,49.8,0.5061,2005,1,24,1,8
7672,1.4,992,5.7,800,327,183,1007,934,8.7,46.7,0.5249,2005,1,24,1,10
7673,0.6,955,5.4,783,240,151,976,845,10.0,40.6,0.4971,2005,1,24,1,11
7674,0.5,959,5.1,771,217,138,975,808,11.8,35.4,0.4877,2005,1,24,1,12
7675,0.7,981,5.8,804,191,127,997,783,10.7,37.2,0.4788,2005,1,24,1,13
7676,0.7,947,5.6,791,141,96,963,785,10.9,34.9,0.456,2005,1,24,1,14
7677,1.1,1023,8.0,898,256,148,1034,899,10.7,33.1,0.4256,2005,1,24,1,15
7678,1.3,1009,7.1,860,287,172,993,922,10.6,34.2,0.4375,2005,1,24,1,16
7679,1.0,1007,7.6,884,278,163,1014,951,8.9,38.1,0.4341,2005,1,24,1,17
7680,1.5,1054,10.4,992,302,180,1092,1051,7.8,39.7,0.4206,2005,1,24,1,18
7681,1.5,1018,8.9,934,259,169,1014,967,7.3,42.2,0.4341,2005,1,24,1,19
7682,1.2,976,7.3,870,221,152,971,861,6.9,42.5,0.4257,2005,1,24,1,20
7683,0.3,872,3.6,689,142,107,866,631,6.6,43.2,0.4247,2005,1,24,1,21
7684,1.5,805,1.7,559,93,75,781,466,6.4,41.7,0.4034,2005,1,24,1,22
7685,1.5,800,1.5,541,71,58,779,407,6.1,42.6,0.4041,2005,1,24,1,23
7686,1.5,785,1.0,504,66,57,760,387,5.9,41.8,0.3928,2005,1,25,2,0
7687,1.5,757,0.6,459,49,44,735,337,5.7,41.5,0.3836,2005,1,25,2,1
7688,1.5,751,0.4,424,29,29,726,303,5.5,42.4,0.3867,2005,1,25,2,2
7689,1.5,766,0.3,412,141,96,763,295,4.5,52.0,0.4436,2005,1,25,2,3
7690,1.5,759,0.2,399,19,19,749,288,4.3,51.6,0.4323,2005,1,25,2,4
7691,1.5,758,0.2,388,20,20,765,274,3.7,56.3,0.453,2005,1,25,2,5
7692,1.5,761,0.1,383,39,35,787,289,3.3,58.1,0.4559,2005,1,25,2,6
7693,1.5,762,0.4,434,77,60,763,318,3.9,47.3,0.3862,2005,1,25,2,7
7694,0.2,869,2.9,646,180,115,876,476,4.3,45.9,0.3843,2005,1,25,2,8
7695,0.7,938,5.4,785,243,157,969,704,4.2,50.1,0.4168,2005,1,25,2,9
7696,0.5,951,5.1,769,236,147,1000,735,3.4,62.7,0.4943,2005,1,25,2,10
7697,0.4,892,3.8,702,297,188,924,735,5.0,51.4,0.4534,2005,1,25,2,11
7698,0.3,876,3.9,703,235,126,892,653,5.7,44.1,0.4063,2005,1,25,2,12
7699,0.3,872,3.6,686,186,114,880,603,5.2,44.5,0.3968,2005,1,25,2,13
7700,0.4,893,4.2,722,196,123,917,645,4.7,48.6,0.4194,2005,1,25,2,14
7701,0.2,879,3.6,687,167,107,914,564,4.5,51.0,0.4327,2005,1,25,2,15
7702,0.4,896,3.6,689,211,121,909,614,5.1,50.1,0.4432,2005,1,25,2,16
7703,0.4,909,3.9,706,194,118,923,658,5.0,50.4,0.443,2005,1,25,2,17
7704,0.7,958,4.9,758,206,134,985,719,4.3,56.4,0.4721,2005,1,25,2,18
7705,1.0,984,5.8,803,211,142,1012,772,4.3,56.7,0.476,2005,1,25,2,19
7706,1.1,991,6.1,814,197,133,1040,812,4.3,57.0,0.4771,2005,1,25,2,20
7707,0.3,881,2.8,638,139,106,910,583,3.5,60.3,0.4782,2005,1,25,2,21
7708,0.1,853,2.4,616,113,87,870,491,4.1,52.5,0.4351,2005,1,25,2,22
7709,1.5,804,1.5,546,81,67,796,400,3.9,50.6,0.4127,2005,1,25,2,23
7710,1.5,788,1.1,514,63,55,771,354,3.9,47.7,0.3901,2005,1,26,3,0
7711,1.5,788,0.9,487,55,49,769,329,4.0,47.8,0.3939,2005,1,26,3,1
7712,1.5,763,0.4,428,31,30,757,296,3.9,50.9,0.4144,2005,1,26,3,2
7713,1.5,771,0.3,410,141,96,765,283,3.0,57.7,0.4423,2005,1,26,3,3
7714,1.5,747,0.2,390,20,20,738,266,3.3,52.8,0.4137,2005,1,26,3,4
7715,1.5,744,0.1,383,17,17,720,253,2.7,53.9,0.4062,2005,1,26,3,5
7716,1.5,774,0.5,441,42,35,760,282,2.8,54.4,0.411,2005,1,26,3,6
7717,1.5,800,0.9,492,90,71,783,353,3.6,49.0,0.3915,2005,1,26,3,7
7718,0.3,896,3.3,668,227,136,887,519,3.3,50.2,0.3934,2005,1,26,3,8
7719,0.6,913,4.4,733,250,163,901,681,3.5,47.5,0.3778,2005,1,26,3,9
7720,0.3,871,2.8,638,219,143,860,583,4.3,49.4,0.4136,2005,1,26,3,10
7721,0.1,872,3.2,662,211,134,874,628,4.5,48.4,0.4131,2005,1,26,3,11
7722,0.1,858,2.7,634,189,130,868,566,4.3,50.0,0.4199,2005,1,26,3,12
7723,0.2,876,3.5,683,180,122,894,572,4.3,49.7,0.4166,2005,1,26,3,13
7724,0.5,900,4.8,751,197,129,913,637,4.9,45.3,0.3955,2005,1,26,3,14
7725,0.3,864,3.4,678,198,132,866,579,5.6,42.4,0.3884,2005,1,26,3,15
7726,0.3,902,4.2,721,203,133,900,666,5.7,43.1,0.3984,2005,1,26,3,16
7727,0.3,916,4.2,720,188,126,922,707,4.8,49.7,0.4305,2005,1,26,3,17
7728,1.0,1004,8.5,918,294,177,1033,990,5.1,43.0,0.3821,2005,1,26,3,18
7729,1.4,1024,9.2,945,302,185,1073,1026,5.3,44.4,0.397,2005,1,26,3,19
7730,1.4,1011,7.6,884,261,169,1048,910,4.9,47.9,0.418,2005,1,26,3,20
7731,1.1,1006,6.2,822,232,151,1025,897,4.7,50.8,0.4398,2005,1,26,3,21
7732,0.4,913,2.9,645,154,114,922,651,4.6,54.8,0.4704,2005,1,26,3,22
7733,0.2,905,2.5,620,120,90,904,598,4.0,56.8,0.4688,2005,1,26,3,23
7734,0.2,872,2.6,628,117,87,857,560,4.2,46.8,0.39,2005,1,27,4,0
7735,0.2,843,2.2,597,108,83,808,527,4.5,42.0,0.3571,2005,1,27,4,1
7736,0.2,863,2.5,622,97,74,826,574,4.1,42.1,0.3487,2005,1,27,4,2
